content,score,Label,textCaseFolding,textStopWord,textClean,textTokens,textSteam
"Pelit banget ngasih gratis ongkir tapi cuma bisa dipake 3x, sisanya masa dibilang kedetek udah pernah dipakai. Ga kaya lazada gratis ongkirnya bisa dipake semua",2,-1,"pelit banget ngasih gratis ongkir tapi cuma bisa dipake 3x, sisanya masa dibilang kedetek udah pernah dipakai. ga kaya lazada gratis ongkirnya bisa dipake semua","pelit banget ngasih gratis ongkir dipake 3x, sisanya dibilang kedetek udah dipakai. ga kaya lazada gratis ongkirnya dipake","pelit banget ngasih gratis ongkir dipake 3x, sisanya dibilang kedetek udah dipakai. ga kaya lazada gratis ongkirnya dipake","['pelit', 'banget', 'ngasih', 'gratis', 'ongkir', 'dipake', '3x', ',', 'sisanya', 'dibilang', 'kedetek', 'udah', 'dipakai', '.', 'ga', 'kaya', 'lazada', 'gratis', 'ongkirnya', 'dipake']",pelit banget ngasih gratis ongkir dipake 3x  sisa bilang kedetek udah pakai  ga kaya lazada gratis ongkirnya dipake
"Aplikasi apa sih ini sangat merugikan penjual, masa banding pengembalian setelah barang sampai, mana selalu ditolak lagi, padahal kesalahan pembeli, bintang 1 aja, nanggung ongkir banyak banget mana yg ngajukan pengembalian juga banyak gara2 selalu di acc sama tim shopee",1,-1,"aplikasi apa sih ini sangat merugikan penjual, masa banding pengembalian setelah barang sampai, mana selalu ditolak lagi, padahal kesalahan pembeli, bintang 1 aja, nanggung ongkir banyak banget mana yg ngajukan pengembalian juga banyak gara2 selalu di acc sama tim shopee","aplikasi sih merugikan penjual, banding pengembalian barang sampai, ditolak lagi, kesalahan pembeli, bintang 1 aja, nanggung ongkir banget yg ngajukan pengembalian gara2 acc tim shopee","aplikasi sih merugikan penjual, banding pengembalian barang sampai, ditolak lagi, kesalahan pembeli, bintang 1 aja, nanggung ongkir banget yg ngajukan pengembalian gara2 acc tim shopee","['aplikasi', 'sih', 'merugikan', 'penjual', ',', 'banding', 'pengembalian', 'barang', 'sampai', ',', 'ditolak', 'lagi', ',', 'kesalahan', 'pembeli', ',', 'bintang', '1', 'aja', ',', 'nanggung', 'ongkir', 'banget', 'yg', 'ngajukan', 'pengembalian', 'gara2', 'acc', 'tim', 'shopee']",aplikasi sih rugi jual  banding kembali barang sampai  tolak lagi  salah beli  bintang 1 aja  nanggung ongkir banget yg ngajukan kembali gara2 acc tim shopee
"Sdh pernah pakai mulai dari si Merah,Si Hijau setelah kenal si orange kayaknya ga mau cari yg lain Paket free ongkir nyata,bisa dapat voucher belanja dan andalan spl (beli dulu bayar belakangan)",5,1,"sdh pernah pakai mulai dari si merah,si hijau setelah kenal si orange kayaknya ga mau cari yg lain paket free ongkir nyata,bisa dapat voucher belanja dan andalan spl (beli dulu bayar belakangan)","sdh pakai si merah,si hijau kenal si orange kayaknya ga cari yg paket free ongkir nyata,bisa voucher belanja andalan spl (beli bayar belakangan)","sdh pakai si merah,si hijau kenal si orange kayaknya ga cari yg paket free ongkir nyata,bisa voucher belanja andalan spl (beli bayar belakangan)","['sdh', 'pakai', 'si', 'merah', ',', 'si', 'hijau', 'kenal', 'si', 'orange', 'kayaknya', 'ga', 'cari', 'yg', 'paket', 'free', 'ongkir', 'nyata', ',', 'bisa', 'voucher', 'belanja', 'andalan', 'spl', '(', 'beli', 'bayar', 'belakangan', ')']",sdh pakai si merah  si hijau kenal si orange kayak ga cari yg paket free ongkir nyata  bisa voucher belanja andal spl  beli bayar belakang 
Shopee skrng gak kayak awal yg bebas pengembalian sekarang dipersulit sama kayak dulu. Udah gak gampang lagi pengembalian .gitu logo bebas pengembaliannya mending dihapus gak pantes blass dikasih logo itu. Mending belanja di lazada lebih gampang pengembalian nya shopee A*nj*ngg,1,-1,shopee skrng gak kayak awal yg bebas pengembalian sekarang dipersulit sama kayak dulu. udah gak gampang lagi pengembalian .gitu logo bebas pengembaliannya mending dihapus gak pantes blass dikasih logo itu. mending belanja di lazada lebih gampang pengembalian nya shopee a*nj*ngg,shopee skrng gak kayak yg bebas pengembalian dipersulit kayak dulu. udah gak gampang pengembalian .gitu logo bebas pengembaliannya mending dihapus gak pantes blass dikasih logo itu. mending belanja lazada gampang pengembalian nya shopee a*nj*ngg,shopee skrng gak kayak yg bebas pengembalian dipersulit kayak dulu. udah gak gampang pengembalian .gitu logo bebas pengembaliannya mending dihapus gak pantes blass dikasih logo itu. mending belanja lazada gampang pengembalian nya shopee a*nj*ngg,"['shopee', 'skrng', 'gak', 'kayak', 'yg', 'bebas', 'pengembalian', 'dipersulit', 'kayak', 'dulu', '.', 'udah', 'gak', 'gampang', 'pengembalian', '.gitu', 'logo', 'bebas', 'pengembaliannya', 'mending', 'dihapus', 'gak', 'pantes', 'blass', 'dikasih', 'logo', 'itu', '.', 'mending', 'belanja', 'lazada', 'gampang', 'pengembalian', 'nya', 'shopee', 'a', '*', 'nj', '*', 'ngg']",shopee skrng gak kayak yg bebas kembali sulit kayak dulu  udah gak gampang kembali gitu logo bebas kembali mending hapus gak pantes blass kasih logo itu  mending belanja lazada gampang kembali nya shopee a  nj  ngg
"berat amat njir, yah emang hp nya yang udah artefak tapi emang fitur sana sini banyak sih dan juga, sortirnya bagusan marketplace sebelah nyoba ini langsung bingung karena simple dan gak kerasa sortiran sistemnya",3,0,"berat amat njir, yah emang hp nya yang udah artefak tapi emang fitur sana sini banyak sih dan juga, sortirnya bagusan marketplace sebelah nyoba ini langsung bingung karena simple dan gak kerasa sortiran sistemnya","berat njir, yah emang hp nya udah artefak emang fitur sih juga, sortirnya bagusan marketplace sebelah nyoba langsung bingung simple gak kerasa sortiran sistemnya","berat njir, yah emang hp nya udah artefak emang fitur sih juga, sortirnya bagusan marketplace sebelah nyoba langsung bingung simple gak kerasa sortiran sistemnya","['berat', 'njir', ',', 'yah', 'emang', 'hp', 'nya', 'udah', 'artefak', 'emang', 'fitur', 'sih', 'juga', ',', 'sortirnya', 'bagusan', 'marketplace', 'sebelah', 'nyoba', 'langsung', 'bingung', 'simple', 'gak', 'kerasa', 'sortiran', 'sistemnya']",berat njir  yah emang hp nya udah artefak emang fitur sih juga  sortir bagus marketplace belah nyoba langsung bingung simple gak rasa sortir sistem
"Sekarang Setiap kali pengajuan pinjaman pasti lama, butuh waktu berhari-hari, padahal sebelumnya ngga pernah selama ini, sekali klik pengajuan dalam hitungan menit saja sudah masuk, tapi sekarang jadi lama, ngga bisa langsung cair, jadi kita ngga bisa prediksi apabila dalam keadaan urgent. Saat komplain ke cs juga jawabannya sama saja, ngga ada perubahan ngga ada tindakan yang pasti. Hanya disuruh nunggu entah sampai kapan.",1,-1,"sekarang setiap kali pengajuan pinjaman pasti lama, butuh waktu berhari-hari, padahal sebelumnya ngga pernah selama ini, sekali klik pengajuan dalam hitungan menit saja sudah masuk, tapi sekarang jadi lama, ngga bisa langsung cair, jadi kita ngga bisa prediksi apabila dalam keadaan urgent. saat komplain ke cs juga jawabannya sama saja, ngga ada perubahan ngga ada tindakan yang pasti. hanya disuruh nunggu entah sampai kapan.","kali pengajuan pinjaman lama, butuh berhari-hari, ngga ini, klik pengajuan hitungan menit masuk, lama, ngga langsung cair, ngga prediksi urgent. komplain cs jawabannya saja, ngga perubahan ngga tindakan pasti. disuruh nunggu kapan.","kali pengajuan pinjaman lama, butuh berhari-hari, ngga ini, klik pengajuan hitungan menit masuk, lama, ngga langsung cair, ngga prediksi urgent. komplain cs jawabannya saja, ngga perubahan ngga tindakan pasti. disuruh nunggu kapan.","['kali', 'pengajuan', 'pinjaman', 'lama', ',', 'butuh', 'berhari-hari', ',', 'ngga', 'ini', ',', 'klik', 'pengajuan', 'hitungan', 'menit', 'masuk', ',', 'lama', ',', 'ngga', 'langsung', 'cair', ',', 'ngga', 'prediksi', 'urgent', '.', 'komplain', 'cs', 'jawabannya', 'saja', ',', 'ngga', 'perubahan', 'ngga', 'tindakan', 'pasti', '.', 'disuruh', 'nunggu', 'kapan', '.']",kali aju pinjam lama  butuh hari  ngga ini  klik aju hitung menit masuk  lama  ngga langsung cair  ngga prediksi urgent  komplain cs jawab saja  ngga ubah ngga tindak pasti  suruh nunggu kapan 
"Tolong dong SHOPEE, diperbaiki opsi pengiriman untuk LUAR PULAU Jawa KHUSUSNYA DIBAGIAN TIMUR, katanya GRATIS ONGKIR seluruh Indonesia, tetapi NYATANYA FREE ONGKIR TIDAK BERLAKU untuk PENGIRIMAN KEBAGIAN TIMUR. Masak yang menikmati FREE ONGKIR, cuma dsekitaran JAWA saja sih, it's NOT FAIR. Tolonglah SHOPEE diperbaikilah sistemnya, sia-sia kami di bagian Timur sudah belanja banyak selama ini tetapi diskonnya specially LIVE, tidak bisa digunakan.",1,-1,"tolong dong shopee, diperbaiki opsi pengiriman untuk luar pulau jawa khususnya dibagian timur, katanya gratis ongkir seluruh indonesia, tetapi nyatanya free ongkir tidak berlaku untuk pengiriman kebagian timur. masak yang menikmati free ongkir, cuma dsekitaran jawa saja sih, it's not fair. tolonglah shopee diperbaikilah sistemnya, sia-sia kami di bagian timur sudah belanja banyak selama ini tetapi diskonnya specially live, tidak bisa digunakan.","tolong shopee, diperbaiki opsi pengiriman pulau jawa dibagian timur, gratis ongkir indonesia, free ongkir berlaku pengiriman kebagian timur. masak menikmati free ongkir, dsekitaran jawa sih, it's not fair. tolonglah shopee diperbaikilah sistemnya, sia-sia timur belanja diskonnya specially live, digunakan.","tolong shopee, diperbaiki opsi pengiriman pulau jawa dibagian timur, gratis ongkir indonesia, free ongkir berlaku pengiriman kebagian timur. masak menikmati free ongkir, dsekitaran jawa sih, it's not fair. tolonglah shopee diperbaikilah sistemnya, sia-sia timur belanja diskonnya specially live, digunakan.","['tolong', 'shopee', ',', 'diperbaiki', 'opsi', 'pengiriman', 'pulau', 'jawa', 'dibagian', 'timur', ',', 'gratis', 'ongkir', 'indonesia', ',', 'free', 'ongkir', 'berlaku', 'pengiriman', 'kebagian', 'timur', '.', 'masak', 'menikmati', 'free', 'ongkir', ',', 'dsekitaran', 'jawa', 'sih', ',', 'it', ""'s"", 'not', 'fair', '.', 'tolonglah', 'shopee', 'diperbaikilah', 'sistemnya', ',', 'sia-sia', 'timur', 'belanja', 'diskonnya', 'specially', 'live', ',', 'digunakan', '.']",tolong shopee  baik opsi kirim pulau jawa bagi timur  gratis ongkir indonesia  free ongkir laku kirim bagi timur  masak nikmat free ongkir  dsekitaran jawa sih  it s not fair  tolong shopee baik sistem  sia timur belanja diskon specially live  guna 
"Makin update makin gk jelas, belanja udh minimal 30rb tpi gratis ongkir cuman terpotong 1/2, tdk sprti dulu smpe 0 rupiah. Walaupun tgl 25, tgl dan bulan kembr sama aja. Tdk jelas",1,-1,"makin update makin gk jelas, belanja udh minimal 30rb tpi gratis ongkir cuman terpotong 1/2, tdk sprti dulu smpe 0 rupiah. walaupun tgl 25, tgl dan bulan kembr sama aja. tdk jelas","update gk jelas, belanja udh minimal 30rb tpi gratis ongkir cuman terpotong 1/2, tdk sprti smpe 0 rupiah. tgl 25, tgl kembr aja. tdk","update gk jelas, belanja udh minimal 30rb tpi gratis ongkir cuman terpotong 1/2, tdk sprti smpe 0 rupiah. tgl 25, tgl kembr aja. tdk","['update', 'gk', 'jelas', ',', 'belanja', 'udh', 'minimal', '30rb', 'tpi', 'gratis', 'ongkir', 'cuman', 'terpotong', '1/2', ',', 'tdk', 'sprti', 'smpe', '0', 'rupiah', '.', 'tgl', '25', ',', 'tgl', 'kembr', 'aja', '.', 'tdk']",update gk jelas  belanja udh minimal 30rb tpi gratis ongkir cuman potong 1 2  tdk sprti smpe 0 rupiah  tgl 25  tgl kembr aja  tdk
"Di profil sih udah login ,tp pas coba ngecek pesan kok disuruh login lagi ,tp pas login gak bisa , muncul pesan 'sistem sedang mengalami gangguan ' ? ,ada solusi ?",5,1,"di profil sih udah login ,tp pas coba ngecek pesan kok disuruh login lagi ,tp pas login gak bisa , muncul pesan 'sistem sedang mengalami gangguan ' ? ,ada solusi ?","profil sih udah login ,tp pas coba ngecek pesan disuruh login ,tp pas login gak , muncul pesan 'sistem mengalami gangguan ' ? ,ada solusi ?","profil sih udah login ,tp pas coba ngecek pesan disuruh login ,tp pas login gak , muncul pesan 'sistem mengalami gangguan ' ? ,ada solusi ?","['profil', 'sih', 'udah', 'login', ',', 'tp', 'pas', 'coba', 'ngecek', 'pesan', 'disuruh', 'login', ',', 'tp', 'pas', 'login', 'gak', ',', 'muncul', 'pesan', ""'sistem"", 'mengalami', 'gangguan', ""'"", '?', ',', 'ada', 'solusi', '?']",profil sih udah login  tp pas coba ngecek pesan suruh login  tp pas login gak  muncul pesan sistem alami ganggu    ada solusi 
"untuk aplikasi shoppe nya bagus, produk nya juga mantap terus sering ngumpulin koin agar belanjaan murah wajarlah belanja pas ada uang nya 😂 gakpapa lah yang penting apapun shoppe! udah beberapa kali belanja pakai shoppe kadang pakai handphone emak buat belanja shoppe kadang handphone sendiri 😁🤞🏻 untuk rating: 5 Produk : 4 shoppe juga murah-murah, dulu sebelum punya shoppe pakai handphone tetangga untuk beliin barang gitu nanti dibayar. tapi sekarang udah punya handphone sendiri 😇👍🏻.",5,1,"untuk aplikasi shoppe nya bagus, produk nya juga mantap terus sering ngumpulin koin agar belanjaan murah wajarlah belanja pas ada uang nya 😂 gakpapa lah yang penting apapun shoppe! udah beberapa kali belanja pakai shoppe kadang pakai handphone emak buat belanja shoppe kadang handphone sendiri 😁🤞🏻 untuk rating: 5 produk : 4 shoppe juga murah-murah, dulu sebelum punya shoppe pakai handphone tetangga untuk beliin barang gitu nanti dibayar. tapi sekarang udah punya handphone sendiri 😇👍🏻.","aplikasi shoppe nya bagus, produk nya mantap ngumpulin koin belanjaan murah wajarlah belanja pas uang nya 😂 gakpapa apapun shoppe! udah kali belanja pakai shoppe kadang pakai handphone emak belanja shoppe kadang handphone 😁🤞🏻 rating: 5 produk : 4 shoppe murah-murah, shoppe pakai handphone tetangga beliin barang gitu dibayar. udah handphone 😇👍🏻.","aplikasi shoppe nya bagus, produk nya mantap ngumpulin koin belanjaan murah wajarlah belanja pas uang nya  gakpapa apapun shoppe! udah kali belanja pakai shoppe kadang pakai handphone emak belanja shoppe kadang handphone  rating: 5 produk : 4 shoppe murah-murah, shoppe pakai handphone tetangga beliin barang gitu dibayar. udah handphone .","['aplikasi', 'shoppe', 'nya', 'bagus', ',', 'produk', 'nya', 'mantap', 'ngumpulin', 'koin', 'belanjaan', 'murah', 'wajarlah', 'belanja', 'pas', 'uang', 'nya', 'gakpapa', 'apapun', 'shoppe', '!', 'udah', 'kali', 'belanja', 'pakai', 'shoppe', 'kadang', 'pakai', 'handphone', 'emak', 'belanja', 'shoppe', 'kadang', 'handphone', 'rating', ':', '5', 'produk', ':', '4', 'shoppe', 'murah-murah', ',', 'shoppe', 'pakai', 'handphone', 'tetangga', 'beliin', 'barang', 'gitu', 'dibayar', '.', 'udah', 'handphone', '.']",aplikasi shoppe nya bagus  produk nya mantap ngumpulin koin belanja murah wajar belanja pas uang nya gakpapa apa shoppe  udah kali belanja pakai shoppe kadang pakai handphone emak belanja shoppe kadang handphone rating  5 produk  4 shoppe murah  shoppe pakai handphone tetangga beliin barang gitu bayar  udah handphone 
